customer_id,year_month,nb_transactions,ElasticNet,KNeighborsRegressor,MLP,prediction_aggregated
5025481,2019-10,0,36,42,31,36
5025481,2019-11,3,27,13,18,19
5027910,2019-10,3,64,100,61,75
5031023,2019-10,5,26,19,5,17
5031023,2019-11,1,21,5,11,12
5041692,2019-10,29,82,119,116,105
5041692,2019-11,17,67,138,95,100
5041692,2019-12,20,79,62,72,71
5042492,2019-10,58,119,87,126,111
5042492,2019-11,51,104,97,93,98
5042492,2019-12,48,99,75,77,84
5049868,2019-10,4,46,5,6,19
5049868,2019-11,4,42,4,10,19
5049868,2019-12,0,35,14,13,21
5069253,2019-10,34,83,98,121,101
5069253,2019-11,18,73,16,65,51
5073416,2019-10,16,57,11,76,48
5073416,2019-11,2,43,10,38,30
5099351,2019-10,6,31,1,26,19
5099351,2019-11,14,33,5,17,18
5102428,2019-10,138,565,829,877,757
5102428,2019-11,83,426,970,637,678
5102428,2019-12,124,404,710,533,549
5117982,2019-10,98,356,175,670,400
5117982,2019-11,343,574,168,1097,613
5117982,2019-12,51,380,85,326,264
5130144,2019-10,1,21,20,24,22
5132823,2019-10,13,76,109,70,85
5132823,2019-11,25,71,76,72,73
5132823,2019-12,3,49,43,47,46
5135621,2019-10,2,18,5,11,11
5141582,2019-10,53,103,142,106,117
5141582,2019-11,81,115,117,101,111
5141582,2019-12,127,190,49,91,110
5152722,2019-10,7,32,21,24,26
5152722,2019-11,18,35,13,12,20
5152722,2019-12,14,42,10,17,23
5158187,2019-10,6,33,15,3,17
5158187,2019-11,0,28,7,14,17
5158187,2019-12,0,24,33,9,22
5160033,2019-10,2,25,5,22,17
5160033,2019-11,10,29,14,16,19
5160033,2019-12,9,25,13,21,20
5183896,2019-10,0,33,16,27,25
5183896,2019-11,0,20,14,7,13
5183896,2019-12,2,18,14,16,16
5188435,2019-10,0,27,11,2,13
5188435,2019-11,18,39,11,8,19
5212525,2019-10,9,41,8,23,24
5240411,2019-10,8,40,56,35,44
5240411,2019-11,3,34,28,23,28
5243101,2019-10,3,41,7,0,16
5243101,2019-11,5,39,7,3,16
5243101,2019-12,0,35,10,13,19
5244095,2019-10,2,63,97,41,67
5244807,2019-10,3,52,3,23,26
5244807,2019-11,1,46,4,27,25
5244807,2019-12,1,39,20,27,29
5260894,2019-10,91,238,239,125,200
5260894,2019-11,19,127,112,116,118
5260894,2019-12,15,100,61,102,87
5279089,2019-10,5,49,6,17,24
5279089,2019-11,16,55,11,8,24
5279089,2019-12,8,46,3,24,24
5286111,2019-10,5,44,42,39,42
5358931,2019-11,47,46,8,26,27
5379211,2019-10,36,91,161,128,127
5379211,2019-11,35,85,104,87,92
5379211,2019-12,16,79,30,50,53
5380286,2019-10,1,32,8,11,17
5380286,2019-11,1,24,8,5,12
5380286,2019-12,1,19,9,7,12
5380606,2019-10,1,41,21,18,27
5380606,2019-11,0,32,3,15,17
5382497,2019-10,2,35,54,44,44
5382497,2019-11,0,35,30,41,35
5382497,2019-12,2,30,21,24,25
5388240,2019-10,0,17,6,8,10
5388240,2019-11,2,17,16,8,14
5391951,2019-10,13,46,22,23,30
5415883,2019-10,0,22,4,21,16
5415883,2019-11,4,23,9,19,17
5415883,2019-12,9,23,17,13,18
5458339,2019-10,2,26,16,6,16
5458339,2019-11,0,23,9,4,12
5473514,2019-10,5,87,77,86,83
5474255,2019-10,6,27,8,6,14
5474255,2019-11,20,41,10,27,26
5474255,2019-12,0,36,2,0,13
5493158,2019-10,0,24,10,15,16
5493158,2019-11,0,21,7,23,17
5493158,2019-12,18,33,6,18,19
5511869,2019-10,0,34,23,26,28
5511869,2019-11,0,24,16,14,18
5511869,2019-12,2,15,5,10,10
5581181,2019-10,65,205,182,211,199
5581181,2019-11,3,127,154,116,132
5581181,2019-12,1,92,154,95,114
5587256,2019-10,3,45,14,23,27
5587256,2019-11,2,42,16,13,24
5587256,2019-12,0,33,4,25,21
5595495,2019-10,18,56,17,41,38
5595495,2019-11,2,44,11,24,26
5606263,2019-10,44,90,45,86,74
5606263,2019-11,134,172,81,148,133
5606263,2019-12,18,103,9,94,69
5638310,2019-10,1,43,6,13,21
5638310,2019-11,20,55,5,9,23
5638310,2019-12,8,48,4,22,24
5667027,2019-10,5,25,11,4,13
5669465,2019-10,30,81,137,85,101
5669465,2019-11,4,51,90,38,60
5669465,2019-12,6,44,32,42,39
5678343,2019-10,63,167,191,247,201
5678343,2019-11,13,114,169,182,155
5678343,2019-12,36,110,33,121,88
5693049,2019-10,32,88,73,110,90
5693049,2019-11,12,59,43,69,57
5693049,2019-12,2,52,32,24,36
5695488,2019-10,18,55,17,38,37
5695488,2019-11,8,46,14,42,34
5737658,2019-10,6,45,17,16,26
5737658,2019-11,0,38,15,21,24
5737658,2019-12,0,33,17,11,20
5746490,2019-10,192,280,342,305,309
5771812,2019-10,0,130,203,190,175
5771812,2019-11,29,115,133,133,127
5797570,2019-10,4,59,26,74,53
5797570,2019-11,7,60,63,68,63
5797570,2019-12,4,54,14,38,35
5809109,2019-10,42,134,89,176,133
5809109,2019-11,45,128,91,137,118
5815586,2019-10,18,53,39,49,47
5815586,2019-11,12,44,25,45,38
5815586,2019-12,4,35,22,33,30
5835643,2019-10,11,26,9,16,17
5835643,2019-11,10,26,9,8,15
5836005,2019-10,3,26,4,11,13
5836005,2019-11,0,21,3,12,12
5855923,2019-10,71,162,136,148,149
5855923,2019-11,159,228,214,220,221
5855923,2019-12,21,132,50,102,95
5859415,2019-10,0,30,10,21,21
5859415,2019-11,1,28,1,11,13
5883356,2019-10,19,40,1,33,25
5883356,2019-11,0,29,24,23,25
5900732,2019-10,0,43,23,33,33
5900732,2019-11,6,34,15,20,23
5941646,2019-10,62,120,38,106,88
5941646,2019-11,12,82,28,89,66
5941646,2019-12,7,65,18,49,44
5967500,2019-10,3,22,15,16,18
5967500,2019-11,2,21,20,14,18
5973754,2019-10,18,52,11,34,32
5973754,2019-11,4,40,3,28,24
6026638,2019-10,107,499,457,15,324
6026638,2019-11,129,457,107,325,296
6026638,2019-12,76,361,97,276,244
6038158,2019-10,40,117,112,158,129
6038158,2019-11,22,100,116,109,108
6062956,2019-10,3,40,13,23,26
6062956,2019-11,0,38,17,15,23
6070462,2019-10,35,86,78,80,81
6070462,2019-11,2,63,38,51,51
6096036,2019-10,150,547,619,381,516
6096036,2019-11,133,506,569,458,511
6096036,2019-12,55,389,596,342,442
6105521,2019-10,20,42,15,39,32
6140272,2019-10,5,34,5,21,20
6140272,2019-11,4,27,17,13,19
6140272,2019-12,9,25,18,16,19
6161283,2019-10,21,49,38,42,43
6165535,2019-10,0,29,1,11,14
6165535,2019-11,0,26,0,8,11
6165535,2019-12,8,30,0,16,15
6168007,2019-10,63,103,103,100,102
6168007,2019-11,56,105,103,104,104
6168007,2019-12,13,79,68,69,72
6169222,2019-10,35,79,55,87,74
6169222,2019-11,10,61,54,62,59
6169222,2019-12,1,55,24,27,35
6170775,2019-10,5,40,72,32,48
6174112,2019-10,1,63,35,42,46
6174112,2019-11,2,53,19,44,38
6174112,2019-12,2,40,24,27,30
6201387,2019-10,8,40,16,18,25
6201387,2019-11,14,42,25,10,26
6206108,2019-10,129,404,497,553,485
6206108,2019-11,80,318,309,333,320
6206108,2019-12,19,220,132,126,159
6213890,2019-10,12,85,80,70,78
6213890,2019-11,8,68,23,49,47
6213890,2019-12,3,53,31,47,44
6223347,2019-10,0,52,38,59,50
6223347,2019-11,10,58,67,41,55
6274444,2019-10,6,26,24,0,16
6274444,2019-11,14,31,4,4,13
6274444,2019-12,0,20,4,12,12
6308763,2019-10,11,36,17,36,30
6308763,2019-11,5,29,16,6,17
6308763,2019-12,2,31,10,4,15
6309447,2019-10,10,113,56,150,107
6309447,2019-11,34,107,63,110,93
6309447,2019-12,1,51,15,35,34
6317963,2019-10,5,34,11,3,16
6317963,2019-11,11,36,12,8,19
6330326,2019-10,37,69,95,89,84
6330326,2019-11,25,58,36,83,59
6330326,2019-12,7,51,27,40,39
6332811,2019-10,0,42,8,15,22
6332811,2019-11,12,54,21,18,31
6332811,2019-12,0,44,12,2,19
6334856,2019-10,1,43,20,38,34
6334856,2019-11,120,140,21,76,79
6334856,2019-12,69,117,16,77,70
6365249,2019-10,65,153,189,234,192
6365249,2019-11,7,102,195,126,141
6367497,2019-10,0,21,7,11,13
6367497,2019-11,2,19,1,10,10
6382534,2019-10,23,60,15,53,43
6385644,2019-10,117,261,235,334,277
6385644,2019-11,126,248,232,259,246
6385644,2019-12,14,137,99,152,129
6425881,2019-10,20,61,12,30,34
6447904,2019-10,20,69,23,79,57
6447904,2019-11,0,54,93,64,71
6447904,2019-12,8,53,63,64,60
6475854,2019-10,0,41,23,28,31
6475854,2019-11,0,31,4,19,18
6475854,2019-12,5,26,8,17,17
6484161,2019-10,0,30,10,31,24
6484161,2019-11,0,22,7,18,16
6484161,2019-12,1,17,5,17,13
6509907,2019-10,19,96,60,101,86
6509907,2019-11,8,89,49,103,80
6509907,2019-12,4,71,59,97,75
6522609,2019-10,9,26,24,11,20
6522609,2019-11,12,29,12,10,17
6522609,2019-12,3,23,7,15,15
6531737,2019-10,3,40,20,41,34
6531883,2019-10,8,32,5,21,19
6533371,2019-10,22,65,53,70,62
6533371,2019-11,9,42,38,36,39
6534144,2019-10,11,60,6,30,32
6534144,2019-11,31,75,19,39,44
6534144,2019-12,8,55,2,14,24
6563658,2019-10,7,59,34,45,46
6563658,2019-11,9,60,29,36,42
6584298,2019-10,1,33,28,15,25
6584298,2019-11,1,28,35,10,24
6584298,2019-12,5,25,4,13,14
6595913,2019-10,19,80,70,87,79
6595913,2019-11,1,50,63,62,59
6595913,2019-12,8,41,28,37,36
6606571,2019-10,6,20,11,5,12
6606571,2019-11,0,14,3,1,6
6610199,2019-10,1,31,9,8,16
6610199,2019-11,0,29,2,2,11
6610199,2019-12,0,26,6,8,13
6616643,2019-10,5,32,27,24,27
6628783,2019-10,51,104,118,155,126
6628783,2019-11,23,77,88,113,93
6628783,2019-12,17,73,86,81,80
6633357,2019-10,5,21,17,4,14
6633357,2019-11,96,95,23,53,57
6633357,2019-12,43,72,9,56,46
6673804,2019-10,6,31,0,13,15
6673804,2019-11,1,25,0,6,11
6688388,2019-10,28,61,22,78,53
6688388,2019-11,17,53,23,56,44
6694632,2019-10,15,38,14,32,28
6694632,2019-11,18,37,36,26,33
6694632,2019-12,2,25,35,15,25
6709871,2019-10,13,82,39,99,73
6709871,2019-11,37,95,63,97,85
6709871,2019-12,20,72,11,77,53
6745258,2019-10,1,33,6,40,26
6745258,2019-11,20,50,66,48,55
6752515,2019-10,18,45,10,29,28
6752515,2019-11,5,38,6,20,21
6752515,2019-12,8,36,14,28,26
6768759,2019-10,2,30,35,26,30
6768759,2019-11,4,28,36,17,27
6768759,2019-12,14,35,17,18,23
6768865,2019-10,37,64,3,40,35
6768865,2019-11,8,46,10,16,24
6780796,2019-10,57,120,85,106,103
6780796,2019-11,49,108,85,94,96
6780796,2019-12,43,99,67,71,79
6849585,2019-10,3,63,15,18,32
6849585,2019-11,14,55,32,6,31
6861385,2019-10,2,31,5,19,18
6861385,2019-11,0,21,4,15,14
6866175,2019-10,114,252,55,200,169
6866175,2019-11,0,162,36,161,120
6866175,2019-12,9,135,112,115,121
6894927,2019-10,0,27,3,37,22
6894927,2019-11,5,30,6,34,23
6894927,2019-12,2,26,8,29,21
6900166,2019-10,56,101,107,106,104
6900166,2019-11,6,73,81,79,78
6900166,2019-12,17,76,45,69,64
6935458,2019-10,1,30,6,16,17
6935458,2019-11,4,28,6,12,15
6964217,2019-10,1,38,14,14,22
6964217,2019-11,12,45,13,24,27
6964217,2019-12,10,42,5,28,25
6996343,2019-10,7,34,13,12,20
6996343,2019-11,0,27,12,9,16
7038742,2019-10,2,32,3,18,18
7038742,2019-11,0,27,6,9,14
7043570,2019-10,20,85,76,111,91
7043570,2019-11,42,105,85,123,104
7043570,2019-12,0,60,76,78,71
7046846,2019-10,5,51,17,12,27
7048674,2019-10,4,57,47,67,57
7048674,2019-11,24,68,31,72,57
7048674,2019-12,6,53,29,44,42
7059704,2019-10,41,133,86,223,148
7059704,2019-11,65,129,94,159,127
7059704,2019-12,35,103,35,84,74
7061865,2019-10,31,69,35,73,59
7061865,2019-11,76,112,13,67,64
7061865,2019-12,0,53,18,23,31
7074957,2019-10,27,67,48,72,63
7074957,2019-11,3,42,24,38,35
7074957,2019-12,18,47,21,38,35
7107013,2019-10,3,52,102,51,68
7107013,2019-11,17,48,34,38,40
7117899,2019-10,1,27,4,5,12
7148646,2019-10,2,18,2,8,9
7207978,2019-10,42,88,88,95,91
7207978,2019-11,17,72,112,64,83
7207978,2019-12,10,61,37,19,39
7214419,2019-10,6,23,6,3,10
7238034,2019-10,14,55,32,46,44
7264127,2019-10,12,32,37,22,31
7271671,2019-10,62,163,213,223,200
7271671,2019-11,11,125,60,189,125
7271671,2019-12,13,114,55,116,95
7309474,2019-10,11,55,17,59,44
7309474,2019-11,12,45,15,34,31
7309474,2019-12,11,37,17,17,24
7318001,2019-10,14,49,30,57,45
7318001,2019-11,1,35,15,31,27
7322972,2019-10,30,71,17,53,47
7338523,2019-10,5,37,36,15,29
7338523,2019-11,12,39,9,21,23
7364846,2019-10,2,64,81,62,69
7364846,2019-11,0,63,106,60,76
7386675,2019-10,11,64,91,79,78
7386675,2019-11,13,59,54,57,57
7386675,2019-12,4,42,41,45,43
7386789,2019-10,6,72,100,73,82
7416360,2019-10,13,36,31,28,32
7416360,2019-11,0,26,11,15,17
7416360,2019-12,0,19,8,9,12
7418990,2019-10,4,24,9,13,15
7443916,2019-10,25,88,78,45,70
7443916,2019-11,19,76,112,63,84
7443916,2019-12,12,66,44,39,50
7447216,2019-11,9,27,6,1,11
7463368,2019-10,13,109,72,31,71
7463368,2019-11,0,94,40,25,53
7463368,2019-12,0,78,25,55,53
7474818,2019-10,2,26,13,0,13
7487731,2019-10,19,45,28,38,37
7487731,2019-11,14,40,24,34,33
7503368,2019-10,9,47,9,29,28
7503368,2019-11,16,54,18,27,33
7523364,2019-10,7,26,6,14,15
7523364,2019-11,4,24,5,8,12
7528506,2019-10,30,43,46,30,40
7528506,2019-11,0,22,7,10,13
7528506,2019-12,13,29,17,17,21
7536495,2019-10,13,25,39,18,27
7536495,2019-11,26,43,31,34,36
7536495,2019-12,6,30,12,18,20
7551928,2019-10,5,21,9,9,13
7551928,2019-11,12,26,5,13,15
7551928,2019-12,15,29,3,7,13
7562679,2019-10,8,43,26,35,34
7562679,2019-11,13,41,26,28,32
7562679,2019-12,4,38,13,24,25
7581616,2019-10,71,116,51,143,103
7581616,2019-11,23,86,64,115,88
7581616,2019-12,27,85,79,79,81
7582586,2019-10,4,47,2,16,22
7582586,2019-11,2,42,1,9,17
7586197,2019-10,34,72,59,61,64
7614360,2019-10,97,153,143,223,173
7614360,2019-11,50,142,124,173,146
7614360,2019-12,10,118,64,104,95
7621018,2019-10,16,96,103,106,102
7621018,2019-11,6,93,115,81,97
7621018,2019-12,4,79,62,69,70
7625417,2019-10,5,50,50,28,43
7625417,2019-11,1,42,62,18,41
7672866,2019-10,11,50,27,40,39
7672866,2019-11,1,39,19,14,24
7672866,2019-12,11,42,13,30,28
7691366,2019-10,2,25,5,17,16
7691366,2019-11,0,18,5,3,9
7707585,2019-10,0,19,35,25,27
7707585,2019-11,122,125,68,94,95
7718439,2019-10,1,17,0,7,8
7720116,2019-10,6,42,16,23,27
7720116,2019-11,12,49,17,19,28
7720116,2019-12,4,42,17,2,20
7752441,2019-10,151,283,244,333,287
7752441,2019-11,25,150,170,210,177
7752441,2019-12,28,116,58,100,91
7756617,2019-10,33,132,74,133,113
7756617,2019-11,18,83,60,96,80
7756617,2019-12,1,50,65,39,51
7770309,2019-10,4,33,9,11,18
7770309,2019-11,0,29,2,2,11
7780387,2019-10,31,57,16,39,37
7780387,2019-11,27,60,28,35,41
7780387,2019-12,0,43,17,15,25
7785882,2019-10,35,145,133,185,154
7785882,2019-11,19,103,89,105,99
7785882,2019-12,4,86,72,74,77
7790619,2019-10,27,92,99,86,92
7790619,2019-11,7,75,62,78,72
7790718,2019-10,4,44,1,29,24
7790718,2019-11,0,38,1,40,27
7799847,2019-10,19,133,125,129,129
7799847,2019-11,20,110,69,91,90
7799847,2019-12,4,78,81,58,73
7802758,2019-10,1,31,11,9,17
7802758,2019-11,29,63,20,24,36
7819951,2019-10,3,22,7,17,15
7819951,2019-11,7,24,5,16,15
7819951,2019-12,2,21,5,15,13
7834605,2019-10,17,43,15,8,22
7862366,2019-10,21,37,10,31,26
7862366,2019-11,12,31,6,16,18
7862366,2019-12,5,25,11,29,22
7866866,2019-10,0,51,55,38,48
7866866,2019-11,15,55,42,33,43
7866866,2019-12,0,37,8,28,24
7868961,2019-10,31,69,15,57,47
7868961,2019-11,0,46,22,22,30
7868961,2019-12,24,56,14,25,32
7880995,2019-10,0,30,17,22,23
7880995,2019-11,3,26,6,15,16
7880995,2019-12,2,18,6,12,12
7885064,2019-10,10,49,37,26,37
7885064,2019-11,4,40,25,17,28
7887107,2019-10,10,37,7,3,16
7887107,2019-11,0,29,9,0,13
7898090,2019-10,49,83,26,90,66
7898090,2019-11,16,52,41,52,48
7898090,2019-12,5,41,21,28,30
7906312,2019-10,2,32,0,13,15
7920219,2019-10,3,48,51,24,41
7920219,2019-11,0,43,77,22,47
7929345,2019-10,3,36,5,14,18
7929345,2019-11,3,30,7,8,15
7939178,2019-10,3,65,51,22,46
7939178,2019-11,2,48,11,15,25
7939178,2019-12,11,45,9,14,23
7940745,2019-10,13,76,134,88,100
7940745,2019-11,19,73,36,42,51
7940745,2019-12,0,54,25,97,59
7947635,2019-10,8,148,74,163,128
7947635,2019-11,7,104,86,78,89
7947635,2019-12,8,96,65,50,70
7984427,2019-10,0,99,65,82,82
7984427,2019-11,10,89,83,94,89
7984427,2019-12,2,84,146,59,96
8002271,2019-10,2,61,26,66,51
8002271,2019-11,10,61,79,40,60
8050114,2019-10,15,75,92,82,83
8050114,2019-11,6,64,80,63,69
8050114,2019-12,8,55,18,47,40
8075707,2019-10,0,42,23,23,30
8075707,2019-11,14,53,25,28,36
8075707,2019-12,0,42,7,6,18
8102985,2019-10,3,89,95,83,89
8102985,2019-11,8,83,50,56,63
8102985,2019-12,9,75,45,46,55
8109494,2019-10,0,21,25,6,17
8109494,2019-11,8,24,4,3,10
8132113,2019-10,26,56,3,11,23
8132113,2019-11,15,52,23,9,28
8132113,2019-12,2,41,4,17,21
8150419,2019-10,15,47,34,34,38
8150419,2019-11,5,35,5,9,16
8150419,2019-12,2,30,4,33,22
8178418,2019-10,1,21,6,15,14
8178418,2019-11,2,22,5,13,13
8178418,2019-12,1,18,9,11,13
8196085,2019-10,43,72,80,84,79
8196085,2019-11,6,48,43,56,49
8214053,2019-10,12,64,82,69,72
8214053,2019-11,0,55,41,65,54
8214053,2019-12,2,46,60,63,56
8221109,2019-10,9,28,16,16,20
8221109,2019-11,0,19,8,5,11
8221569,2019-10,4,32,25,16,24
8221569,2019-11,0,23,11,10,15
8221569,2019-12,0,19,4,5,9
8221751,2019-10,0,31,10,21,21
8221751,2019-11,19,42,4,5,17
8222110,2019-10,12,40,15,10,22
8222110,2019-11,22,44,4,0,16
8222110,2019-12,28,46,2,11,19
8241949,2019-10,1,19,12,20,17
8241949,2019-11,0,17,7,18,14
8241949,2019-12,0,16,21,17,18
8244710,2019-10,121,256,399,391,349
8244710,2019-11,35,187,415,270,291
8244710,2019-12,39,164,138,199,167
8247935,2019-10,29,74,61,75,70
8247935,2019-11,22,72,34,63,56
8252782,2019-10,4,38,6,18,21
8252782,2019-11,6,32,9,9,17
8252782,2019-12,0,25,17,10,17
8255953,2019-10,11,76,79,55,70
8255953,2019-11,7,73,11,47,44
8280665,2019-10,10,39,7,9,18
8280665,2019-11,7,34,17,29,26
8302040,2019-10,24,65,20,60,48
8302040,2019-11,26,65,20,41,42
8302040,2019-12,1,44,11,18,24
8320026,2019-10,14,51,60,49,53
8320026,2019-11,16,45,45,37,42
8320026,2019-12,4,31,36,19,29
8327629,2019-10,92,221,157,309,229
8327629,2019-11,80,217,148,238,201
8327629,2019-12,32,185,152,122,153
8357133,2019-10,7,30,9,8,16
8357133,2019-11,0,23,5,3,11
8362411,2019-10,4,31,3,12,15
8362411,2019-11,15,39,5,17,20
8362411,2019-12,25,48,8,23,26
8381252,2019-10,0,22,9,11,14
8381252,2019-11,5,23,10,8,14
8381252,2019-12,2,18,10,10,13
8382909,2019-10,8,24,5,17,15
8382909,2019-11,0,18,15,10,14
8382909,2019-12,1,17,5,9,10
8390414,2019-10,10,37,5,30,24
8390414,2019-11,9,29,4,13,15
8390414,2019-12,16,31,11,15,19
8396761,2019-10,0,25,20,26,23
8396761,2019-11,2,24,19,19,21
8396761,2019-12,4,23,5,14,14
8406268,2019-10,302,476,456,418,450
8406268,2019-11,196,385,358,371,371
8406268,2019-12,261,451,348,367,389
8423024,2019-10,15,81,41,67,63
8423024,2019-11,2,67,35,42,48
8423804,2019-10,47,490,844,493,609
8423804,2019-11,82,454,791,448,564
8423804,2019-12,26,315,432,253,333
8427355,2019-10,0,21,2,4,9
8427355,2019-11,0,18,5,3,9
8427355,2019-12,2,17,4,7,9
8438580,2019-10,0,30,23,0,17
8438580,2019-11,2,29,16,0,15
8465588,2019-10,86,204,302,283,263
8465588,2019-11,111,224,304,247,258
8465588,2019-12,19,175,228,194,199
8497770,2019-10,4,33,7,25,22
8508123,2019-10,3,29,12,2,14
8508123,2019-11,0,25,12,3,13
8509739,2019-10,0,23,8,4,12
8509739,2019-11,0,21,17,4,14
8509739,2019-12,4,22,8,10,13
8516453,2019-10,0,16,1,1,6
8516453,2019-11,1,15,1,1,5
8516453,2019-12,0,12,3,8,7
8517552,2019-10,18,63,22,50,45
8517552,2019-11,38,78,26,36,46
8517552,2019-12,11,58,11,30,33
8528382,2019-10,0,21,5,8,11
8528382,2019-11,1,17,5,6,9
8528382,2019-12,4,16,7,5,9
8548741,2019-10,8,45,29,18,31
8548741,2019-11,0,36,17,0,18
8580462,2019-10,0,26,3,7,12
8580462,2019-11,0,25,17,2,15
8580462,2019-12,2,24,6,2,11
8584355,2019-10,85,133,110,133,125
8584355,2019-11,31,102,66,130,99
8585805,2019-10,10,49,30,18,32
8585805,2019-11,3,43,10,2,18
8601659,2019-10,5,23,19,4,15
8603939,2019-10,12,34,18,17,23
8603939,2019-11,0,25,6,7,12
8603939,2019-12,3,24,7,7,13
8625312,2019-10,34,40,81,51,57
8625312,2019-11,0,24,55,37,39
8644484,2019-10,0,16,1,8,8
8644484,2019-11,3,17,4,5,9
8649525,2019-10,263,1395,2277,1506,1726
8649525,2019-11,300,1124,1843,751,1239
8649525,2019-12,511,1115,1619,980,1238
8649640,2019-10,3,44,3,27,25
8649640,2019-11,1,36,6,17,20
8667290,2019-10,22,75,55,82,71
8667290,2019-11,3,58,33,44,45
8669455,2019-10,6,32,8,15,18
8669455,2019-11,12,31,10,13,18
8669455,2019-12,4,22,12,13,16
8678208,2019-10,1,29,16,0,15
8678208,2019-11,0,26,19,0,15
8697678,2019-10,6,31,2,5,12
8697678,2019-11,1,25,2,2,10
8714192,2019-10,16,141,87,130,119
8714192,2019-11,28,125,89,123,112
8714192,2019-12,3,81,75,88,81
8729970,2019-10,3,28,3,7,13
8743937,2019-10,27,41,36,39,39
8761242,2019-10,1,27,54,13,31
8761242,2019-11,2,25,9,7,14
8773337,2019-10,9,56,6,37,33
8811997,2019-10,26,95,91,90,92
8811997,2019-11,42,98,60,93,84
8811997,2019-12,11,72,17,57,49
8816470,2019-10,25,33,8,28,23
8816470,2019-11,12,22,11,9,14
8816470,2019-12,3,20,7,20,16
8822663,2019-10,57,124,78,100,101
8822663,2019-11,56,115,43,148,102
8822663,2019-12,18,87,39,54,60
8823444,2019-10,9,28,10,32,23
8823444,2019-11,59,67,18,58,48
8827094,2019-10,5,69,138,105,104
8827094,2019-11,0,61,161,77,99
8827094,2019-12,1,62,31,54,49
8829971,2019-10,9,39,79,43,54
8829971,2019-11,7,37,71,43,51
8863476,2019-10,1,41,24,13,26
8863476,2019-11,0,32,13,16,21
8874983,2019-10,2,46,47,37,43
8874983,2019-11,3,32,20,19,23
8882803,2019-10,1,31,7,3,14
8882803,2019-11,0,27,6,2,11
8882803,2019-12,2,24,4,11,13
8884043,2019-10,2,28,2,10,14
8884043,2019-11,2,27,6,6,13
8884043,2019-12,1,26,0,14,13
8886826,2019-10,42,102,58,105,89
8886826,2019-11,7,70,53,52,58
8886826,2019-12,9,63,14,42,40
8888965,2019-10,6,40,6,5,17
8888965,2019-11,11,42,21,2,22
8909846,2019-10,0,37,0,1,13
8909846,2019-11,28,58,1,9,23
8909846,2019-12,4,43,10,18,24
8916675,2019-10,12,59,37,64,53
8916675,2019-11,45,71,26,57,51
8916675,2019-12,8,42,23,36,34
8936259,2019-10,41,91,37,100,76
8936259,2019-11,34,78,21,69,56
8940157,2019-10,8,102,135,78,105
8940157,2019-11,18,82,70,51,68
8940157,2019-12,111,142,46,67,85
8941600,2019-10,159,244,200,278,241
8941600,2019-11,84,187,188,207,194
8941600,2019-12,56,171,82,173,142
8960262,2019-10,10,54,74,71,66
8960262,2019-11,20,54,66,63,61
8960262,2019-12,12,45,37,44,42
8962897,2019-10,84,259,307,407,325
8962897,2019-11,26,168,300,241,236
8962897,2019-12,24,137,100,188,141
8966532,2019-10,27,76,28,66,56
8966532,2019-11,39,82,34,70,62
8967546,2019-10,50,86,88,109,94
8967546,2019-11,12,61,87,82,77
8967546,2019-12,10,56,27,44,42
8972999,2019-10,9,73,53,90,72
8972999,2019-11,30,87,75,93,85
8974072,2019-10,42,100,106,122,109
8974072,2019-11,56,100,103,86,96
8974072,2019-12,3,60,17,45,41
8981932,2019-10,14,96,54,127,92
8981932,2019-11,32,101,91,95,96
8981932,2019-12,13,76,27,69,58
8990969,2019-10,26,73,102,83,86
8990969,2019-11,1,50,66,36,51
8992880,2019-10,42,68,16,59,48
8992880,2019-11,10,45,13,43,34
8995696,2019-10,16,50,59,32,47
8995696,2019-11,6,41,36,21,33
8995696,2019-12,0,27,22,18,23
8999141,2019-10,4,20,14,10,14
9000905,2019-10,2,35,31,44,37
9000905,2019-11,0,29,22,38,30
9000905,2019-12,13,35,14,29,26
9024939,2019-10,1,34,10,13,19
9024939,2019-11,0,29,43,11,28
9037039,2019-10,5,28,10,19,19
9037039,2019-11,0,22,5,17,15
9049512,2019-10,79,326,739,514,526
9049512,2019-11,205,387,477,570,478
9049512,2019-12,67,286,205,323,271
9055959,2019-10,10,52,0,34,29
9055959,2019-11,0,45,0,21,22
9055959,2019-12,1,40,2,4,16
9060305,2019-10,7,122,105,141,122
9060305,2019-11,11,103,69,104,92
9065995,2019-10,156,374,554,656,528
9065995,2019-11,129,333,440,537,437
9065995,2019-12,36,250,90,186,175
9117679,2019-10,7,29,21,23,24
9117679,2019-11,17,36,31,19,29
9131370,2019-10,1,36,23,21,27
9131370,2019-11,57,77,40,69,62
9163813,2019-10,52,117,91,137,115
9163813,2019-11,66,124,87,127,112
9163813,2019-12,35,110,46,95,83
9210977,2019-10,2,26,3,11,13
9210977,2019-11,0,23,5,5,11
9260124,2019-10,5,35,13,21,23
9260124,2019-11,0,21,13,11,15
9260124,2019-12,1,18,21,10,16
9265046,2019-10,1,37,23,26,29
9265046,2019-11,1,31,27,19,26
9288643,2019-10,4,48,33,40,40
9288643,2019-11,0,41,27,27,32
9290571,2019-10,10,25,17,17,19
9290571,2019-11,0,17,7,3,9
9318538,2019-10,101,320,369,426,372
9318538,2019-11,34,260,481,274,339
9318538,2019-12,23,184,288,122,198
9324768,2019-10,17,57,69,38,54
9324768,2019-11,55,80,26,50,52
